hopefully,689
noisy,690
below,691
stand,692
they,693
argue,694
hardwood,695
floors,696
eh,697
still,698
walking,699
mother,700
influence,701
kept,702
track,703
she,704
until,705
recently,706
rhode,707
island,708
mm,709
understand,710
outgoing,711
party,712
ambitious,713
cut-throat,714
psh,715
proud,716
need,717
where,718
generous,719
loyal,720
accommodating,721
ha,722
beaten,723
identity,724
theft,725
needed,726
spending,727
without,728
leaving,729
depressed,730
said,731
talking,732
thank,733
panicky,734
bills,735
steady,736
income,737
what's,738
worrying,739
financial,740
basically,741
drinking,742
noticing,743
number,744
helped,745
forget,746
numb,747
feelings,748
evolving,749
taken,750
medications,751
'em,752
hyper,753
decided,754
t,755
aspirin,756
body,757
normal,758
state,759
everything,760
happens,761
mortgage,762
worry,763
point,764
therapists,765
guidance,766
opposed,767
time's,768
prescribe,769
medication,770
psychiatrist,771
psychia,772
psychologist,773
therapy,774
before,775
check,776
forth,777
wasn't,778
root,779
problem,780
depressant,781
stopping,782
clearer,783
mind,784
felt,785
sniffle,786
kid,787
came,788
attacked,789
killed,790
father,791
says,792
kids,793
packages,794
listened,795
spoiled,796
brat,797
opened,798
door,799
bag,800
food,801
esperiences,802
animal,803
lover,804
treated,805
hurting,806
hurt,807
everybody,808
wh,809
ever,810
let,811
reasons,812
sociable,813
career,814
stable,815
doctor,816
nurse,817
attorney,818
advertising,819
should've,820
sales,821
position,822
could,823
ton,824
spend,825
extravagant,826
helping,827
laughing,828
laugh,829
puts,830
mood,831
welcome,832
originally,833
los,834
angeles,835
family's,836
away,837
culture,838
cult,839
la,840
theater,841
film,842
museums,843
diversity,844
against,845
will,846
starting,847
dad,848
sick,849
hoarders,850
acting,851
auditioning,852
taking,853
sort,854
both,855
artsy,856
grew,857
singing,858
study,859
musical,860
somewhere,861
along,862
lines,863
suppose,864
trouble,865
tell,866
their,867
secrets,868
within,869
minutes,870
meeting,871
mark,872
bath,873
book,874
relaxing,875
song,876
walk,877
yoga,878
injustice,879
righteously,880
indignant,881
who've,882
entitlement,883
privilege,884
usual,885
case,886
call,887
complain,888
argument,889
debate,890
ex-boyfriend,891
broke,892
stupid,893
night,894
scrubbedentry,895
describe,896
open,897
telling,898
compassionate,899
having,900
strong,901
social,902
norms,903
holes,904
clothes,905
relationship,906
hmm,907
terrible,908
traumatic,909
injured,910
fe,911
looked,912
ptsd,913
reali,914
symptoms,915
held,916
certain,917
physical,918
trigger,919
happened,920
teachers,921
criticize,922
panic,923
they're,924
totally,925
upset,926
considering,927
dreams,928
stress,929
kidnapped,930
teeth,931
falling,932
least,933
tired,934
somewhat,935
irritable,936
goofy,937
fairly,938
non-judgmental,939
open-minded,940
creative,941
learning,942
hotels,943
flying,944
tour,945
coast,946
performing,947
ended,948
lemmi,949
hot,950
springs,951
naturally,952
occuring,953
colorado,954
certainly,955
godmother,956
few,957
grown,958
become,959
small,960
regret,961
dealt,962
friendship,963
ending,964
committing,965
dated,966
won't,967
past,968
yourself,969
date,970
felons,971
standing,972
believe,973
internalize,974
women,975
needy,976
xxx,977
adolescent,978
shouldn't,979
voice,980
glad,981
sigh,982
talents,983
ability,984
continue,985
alright,986
goodbye,987
sunny,988
amount,989
discovering,990
york,991
western,992
snowy,993
didn,994
town,995
introvert,996
enjoy,997
likes,998
dislikes,999
spent,1000
meet,1001
trustworthy,1002
studied,1003
language,1004
physics,1005
math,1006
actually,1007
actress,1008
fell,1009
teenager,1010
enjoyed,1011
hadn't,1012
figured,1013
california,1014
far,1015
picked,1016
agent,1017
yet,1018
adult,1019
hoping,1020
fruitful,1021
sister,1022
human,1023
influences,1024
w,1025
judgmental,1026
geez,1027
relax,1028
sleeping,1029
isn't,1030
stuff,1031
fall,1032
asleep,1033
wake,1034
anxiety,1035
attacks,1036
affected,1037
throughout,1038
stressed,1039
chest'll,1040
seem,1041
th,1042
vulnerable,1043
place,1044
that've,1045
sensitive,1046
ne,1047
l,1048
either,1049
reading,1050
force,1051
keep,1052
involved,1053
sit,1054
si,1055
dwell,1056
fact,1057
exhausted,1058
possibly,1059
running,1060
difficult,1061
doesn't,1062
appointments,1063
auditions,1064
convince,1065
diagnosed,1066
instances,1067
dia,1068
half,1069
august,1070
sl,1071
st,1072
unbelievable,1073
moment,1074
thinking,1075
couldn't,1076
gloomy,1077
worth,1078
escalated,1079
n,1080
environment,1081
seemed,1082
help,1083
giving,1084
sad,1085
combat,1086
keeping,1087
busy,1088
days,1089
genuinely,1090
feeling,1091
morning,1092
loves,1093
gives,1094
emotionally,1095
thankful,1096
survive,1097
hardships,1098
lesser,1099
rid,1100
themselves,1101
gotta,1102
silver,1103
lining,1104
although,1105
bunch,1106
hasn't,1107
ruined,1108
truthful,1109
drive,1110
marriage,1111
should,1112
red,1113
flag,1114
matter,1115
put,1116
selfish,1117
faults,1118
steal,1119
relive,1120
forgive,1121
poorly,1122
behind,1123
backs,1124
untrustworthy,1125
anybody,1126
picks,1127
guy,1128
care,1129
animals,1130
jus,1131
disheartening,1132
vent,1133
mouth,1134
bother,1135
outta,1136
hand,1137
clear,1138
shirt,1139
screaming,1140
yelling,1141
yell,1142
accuse,1143
petty,1144
yo,1145
people's,1146
viable,1147
graduating,1148
pharmacy,1149
test,1150
scores,1151
confidence,1152
grades,1153
memory,1154
reliable,1155
listener,1156
qualities,1157
comedy,1158
shows,1159
moments,1160
sync,1161
pensive,1162
less,1163
born,1164
annapolis,1165
maryland,1166
washington,1167
dc,1168
attitude,1169
left,1170
lost,1171
quick,1172
estranged,1173
word,1174
speaking,1175
miss,1176
weighs,1177
failed,1178
comfortable,1179
shy,1180
answer,1181
clears,1182
throat,1183
writing,1184
shut,1185
rest,1186
thoughts,1187
happening,1188
soothes,1189
relaxed,1190
novel,1191
accomplishing,1192
searching,1193
his,1194
earth,1195
struck,1196
needs,1197
romantic,1198
adventure,1199
writer,1200
screenwriting,1201
wrote,1202
screenplays,1203
success,1204
limitations,1205
longer,1206
meaning,1207
hit,1208
exhale,1209
parts,1210
struggle,1211
directed,1212
inward,1213
outward,1214
intense,1215
confrontation,1216
lose,1217
prob,1218
generally,1219
weh,1220
cleaning,1221
vegetables,1222
necessary,1223
clean,1224
cut,1225
already,1226
cutting,1227
turned,1228
google,1229
searches,1230
blow,1231
definite,1232
partly,1233
due,1234
spiraled,1235
guilty,1236
messed,1237
stop,1238
medicated,1239
properly,1240
completely,1241
knows,1242
logically,1243
fault,1244
deal,1245
chemicals,1246
brain,1247
differently,1248
wouldn't,1249
could've,1250
possible,1251
obviously,1252
thin,1253
head,1254
drives,1255
detail,1256
suddenly,1257
remember,1258
throw,1259
uncomfortable,1260
embarassed,1261
ashamed,1262
ways,1263
slow,1264
impossible,1265
almost,1266
occupy,1267
watching,1268
playing,1269
game,1270
phone,1271
using,1272
computer,1273
movie,1274
window,1275
occupied,1276
during,1277
wish,1278
triggered,1279
hear,1280
dutch,1281
name,1282
wisconsin,1283
reach,1284
connect,1285
break,1286
light,1287
sleeper,1288
awake,1289
asl,1290
effects,1291
conk,1292
lightly,1293
toss,1294
turn,1295
power,1296
given,1297
sat,1298
talked,1299
heal,1300
turning,1301
unfortunately,1302
looking,1303
weren't,1304
paying,1305
doctors,1306
managed,1307
thanks,1308
guys,1309
choice,1310
mess,1311
medicating,1312
affecting,1313
review,1314
institutionalized,1315
twice,1316
laid,1317
firing,1318
soon,1319
meetings,1320
aa,1321
aspect,1322
unemployed,1323
unemployment,1324
ran,1325
coming,1326
tah,1327
example,1328
closest,1329
cloth,1330
saying,1331
outloud,1332
stomach,1333
words,1334
sentences,1335
step,1336
regardless,1337
therapist,1338
drunks,1339
killing,1340
letting,1341
formless,1342
g,1343
its,1344
applying,1345
response,1346
interview,1347
sufficient,1348
problems,1349
chemical,1350
under,1351
challenge,1352
immediately,1353
videos,1354
iwas,1355
christmas,1356
tree,1357
picking,1358
perfect,1359
somebody's,1360
bigger,1361
instant,1362
girl,1363
liked,1364
knowing,1365
educational,1366
educary,1367
series,1368
video,1369
science,1370
foundation,1371
helps,1372
excited,1373
contribution,1374
ideas,1375
schools,1376
biggest,1377
project,1378
nsf,1379
produced,1380
grunt,1381
synch,1382
ahead,1383
overseas,1384
june,1385
hometown,1386
thousand,1387
cows,1388
barns,1389
farms,1390
opposite,1391
central,1392
month,1393
business,1394
networking,1395
development,1396
changing,1397
santa,1398
cruz,1399
client,1400
main,1401
source,1402
free,1403
gave,1404
shot,1405
dublin,1406
ireland,1407
european,1408
cities,1409
condensed,1410
public,1411
transportation,1412
familiar,1413
challenging,1414
morocco,1415
costa,1416
rica,1417
experiencing,1418
similar,1419
among,1420
everywhere,1421
favorite,1422
incredible,1423
locations,1424
atlas,1425
mountains,1426
visited,1427
dozens,1428
bus,1429
countryside,1430
breathtakingly,1431
sees,1432
pictures,1433
films,1434
green,1435
lush,1436
gorgeous,1437
experience,1438
justice,1439
undergrad,1440
degree,1441
psychology,1442
minor,1443
master's,1444
studies,1445
use,1446
marketing,1447
communications,1448
play,1449
created,1450
wanting,1451
wow,1452
motivational,1453
speaker,1454
trainer,1455
coach,1456
impacting,1457
lives,1458
contributing,1459
relationship's,1460
repaired,1461
biological,1462
sporadic,1463
sporadically,1464
raised,1465
married,1466
stepmom,1467
consider,1468
communication,1469
may,1470
cleared,1471
mutters,1472
referring,1473
birth,1474
freeing,1475
create,1476
future,1477
present,1478
dance,1479
ocean,1480
staring,1481
waves,1482
soaking,1483
ions,1484
recharges,1485
battery,1486
connected,1487
driving,1488
otherwise,1489
newspaper,1490
delivery,1491
elderly,1492
lady,1493
afternoon,1494
early,1495
called,1496
send,1497
replacement,1498
thirty,1499
absurd,1500
mistake,1501
service,1502
irratated,1503
forwarded,1504
address,1505
communicated,1506
who'd,1507
quite,1508
coaching,1509
program,1510
coaches,1511
explaining,1512
additional,1513
classroom,1514
calls,1515
particular,1516
explained,1517
accountable,1518
share,1519
private,1520
overwhelmed,1521
asked,1522
smoother,1523
hardest,1524
decision,1525
moving,1526
hour's,1527
wherever,1528
hour,1529
plane,1530
ride,1531
rock,1532
climbing,1533
outdoor,1534
outdoo,1535
community,1536
age,1537
group,1538
single,1539
factor,1540
fit,1541
atrocious,1542
rewarding,1543
unrelated,1544
relatively,1545
eleven,1546
bed,1547
today,1548
anxiety-ridden,1549
transition,1550
house,1551
woman,1552
creates,1553
exhausting,1554
utterly,1555
choose,1556
honestly,1557
trapped,1558
helpless,1559
d,1560
money's,1561
feels,1562
crappy,1563
fifteen,1564
fourteen,1565
suicidal,1566
completed,1567
worked,1568
began,1569
wa,1570
thirties,1571
intention,1572
therapeutic,1573
specific,1574
sounding,1575
board,1576
strategy,1577
creating,1578
area,1579
strategies,1580
tools,1581
forever,1582
deep,1583
breath,1584
true,1585
strong-willed,1586
supportive,1587
loving,1588
nurturing,1589
intelligent,1590
seriously,1591
ideal,1592
weekend,1593
club,1594
bar,1595
chat,1596
sundays,1597
brunch,1598
sunday,1599
ready,1600
spoken,1601
meant,1602
dear,1603
heart,1604
achieve,1605
goals,1606
monica,1607
sounded,1608
manage,1609
it'd,1610
field,1611
annoyed,1612
specifically,1613
conflicts,1614
outside,1615
grandparents',1616
robbery,1617
robbers,1618
erase,1619
afterward,1620
police,1621
disturbing,1622
disturbed,1623
aftermath,1624
million,1625
handled,1626
marry,1627
granted,1628
commit,1629
realization,1630
wife,1631
selfishness,1632
fear,1633
commitment,1634
smart,1635
guilt,1636
relatives,1637
cordial,1638
surface,1639
families,1640
mine,1641
slept,1642
changed,1643
consistently,1644
missing,1645
sent,1646
whenever,1647
nephew,1648
friend's,1649
children,1650
niece,1651
tr,1652
anywhere,1653
interact,1654
historical,1655
history,1656
significance,1657
france,1658
wedding,1659
paris,1660
actual,1661
church,1662
considered,1663
earlier,1664
stays,1665
healthier,1666
energetic,1667
s,1668
mainly,1669
enthusiastic,1670
cheesy,1671
spiritual,1672
advice,1673
nah,1674
pride,1675
accomplishments,1676
anyway,1677
anythi,1678
sang,1679
karaoke,1680
columbia,1681
south,1682
carolina,1683
yep,1684
slower,1685
paced,1686
perform,1687
perf,1688
pursue,1689
sorry,1690
interest,1691
inter,1692
pick,1693
snow,1694
warm,1695
beaches,1696
traffic,1697
cost,1698
introverted,1699
extroverted,1700
circumstance,1701
listening,1702
crossword,1703
puzzles,1704
weekends,1705
difference,1706
opinion,1707
tame,1708
basketball,1709
ba,1710
facebook,1711
express,1712
agree,1713
ta,1714
hea,1715
members,1716
extended,1717
cousins,1718
aunts,1719
uncles,1720
rifts,1721
disciplined,1722
schoolwork,1723
childhood,1724
change,1725
comfort,1726
zone,1727
exciting,1728
bittersweet,1729
excitement,1730
mixed,1731
quickly,1732
diligent,1733
worker,1734
system,1735
siblings,1736
event,1737
scholastically,1738
sch,1739
related,1740
lackadaisical,1741
groggy,1742
everything's,1743
lingering,1744
happiness,1745
even-tempered,1746
optimistic,1747
finances,1748
sources,1749
focused,1750
parents',1751
homes,1752
depend,1753
discipline's,1754
concerned,1755
pleasurable,1756
pleasur,1757
easier,1758
older,1759
twenties,1760
feasible,1761
pipe,1762
insults,1763
stride,1764
constructive,1765
criticism,1766
aware,1767
mean-spirited,1768
invaluable,1769
tool,1770
helpful,1771
vegas,1772
road,1773
disposable,1774
casinos,1775
crosswords,1776
important,1777
fan,1778
taxes,1779
apartment,1780
watched,1781
documentary,1782
sport,1783
passaic,1784
jersey,1785
scenery,1786
employment,1787
reserved,1788
build,1789
walls,1790
count,1791
dishes,1792
drawing,1793
blank,1794
buy,1795
research,1796
magazines,1797
internet,1798
cars,1799
budget,1800
aggravated,1801
eating,1802
pattern,1803
appetite,1804
bored,1805
learn,1806
joke,1807
pisses,1808
hinders,1809
alive,1810
cinncinatti,1811
ohio,1812
grad,1813
suck,1814
prejudice,1815
flashiness,1816
ridiculously,1817
rich,1818
metropolitan,1819
opera,1820
dude,1821
horn,1822
pissed,1823
shit,1824
prepare,1825
set,1826
interviews,1827
schedule,1828
prep,1829
terms,1830
bringing,1831
training,1832
audition,1833
juilliard,1834
top,1835
fifty,1836
they'll,1837
shitty,1838
deciding,1839
fiancee,1840
shoes,1841
diego,1842
hm,1843
finishing,1844
plate,1845
order,1846
plowing,1847
formally,1848
school-ish,1849
useless,1850
burdened,1851
surf,1852
chill,1853
buddy,1854
law,1855
studying,1856
pounds,1857
muscle,1858
further,1859
professionally,1860
engaged,1861
minnesota,1862
frequently,1863
return,1864
economy,1865
seems,1866
variety,1867
successful,1868
shyness,1869
cook,1870
radio,1871
sensible,1872
content,1873
interesting,1874
comedian,1875
cuh,1876
methods,1877
hunting,1878
mo's,1879
nightclub,1880
introduce,1881
famous,1882
appropriate,1883
approach,1884
july,1885
achieving,1886
daughter,1887
graduate,1888
spring,1889
wants,1890
scholarship,1891
daughter's,1892
maintainance,1893
perhaps,1894
excellent,1895
child,1896
informed,1897
rearing,1898
hands,1899
responsibility,1900
peers,1901
wealthy,1902
gifted,1903
maker,1904
preacher,1905
whose,1906
attended,1907
died,1908
influential,1909
guru,1910
path,1911
patterns,1912
behavior,1913
dictated,1914
upbringing,1915
dependent,1916
physically,1917
medicate,1918
nights,1919
bathroom,1920
cope,1921
functional,1922
sniff,1923
o,1924
clock,1925
normally,1926
sluggish,1927
anxious,1928
worried,1929
losing,1930
ground,1931
stakes,1932
classic,1933
depressive,1934
drugs,1935
previous,1936
pushed,1937
finding,1938
face,1939
weariness,1940
displeasure,1941
forward,1942
understands,1943
gig,1944
mildly,1945
disappointing,1946
ex,1947
dessert,1948
celebrate,1949
delicious,1950
fidgeting,1951
mic,1952
rolling,1953
dead,1954
rarely,1955
endeavors,1956
apple,1957
near,1958
apart,1959
languages,1960
background,1961
ethnic,1962
passion,1963
passionate,1964
creatively,1965
robe,1966
r,1967
ah,1968
line,1969
robes,1970
en,1971
greece,1972
tisk,1973
taught,1974
elafonisos,1975
fantastic,1976
begin,1977
regarding,1978
issues,1979
generating,1980
struggles,1981
financially,1982
becoming,1983
remedy,1984
focus,1985
generate,1986
raped,1987
night's,1988
handle,1989
pregnant,1990
pregancy,1991
burden,1992
cancun,1993
holiday,1994
period,1995
temporarily,1996
stronger,1997
assertive,1998
wonderful,1999
deeply,2000
honest,2001
divorced,2002
painful,2003
remedied,2004
somehow,2005
pier,2006
stepchildren,2007
fight,2008
conscious,2009
effort,2010
punish,2011
over-punish,2012
scream,2013
screamed,2014
country,2015
several,2016
maintain,2017
granada,2018
hills,2019
fernando,2020
valley,2021
neighborhood,2022
race,2023
activities,2024
theme,2025
parks,2026
aquariums,2027
smog,2028
creepy,2029
cross,2030
seventeen,2031
foods,2032
upstate,2033
watertown,2034
navy,2035
army,2036
snowed,2037
sold,2038
antiques,2039
passes,2040
press,2041
sunset,2042
strip,2043
festival,2044
rockstars,2045
parties,2046
gym,2047
relieve,2048
keeps,2049
rea,2050
noticed,2051
calm,2052
events,2053
thousands,2054
remain,2055
customers,2056
resolving,2057
reso,2058
consumer,2059
drunk,2060
loud,2061
embarrasing,2062
wonder,2063
attack,2064
decisions,2065
stick,2066
moral,2067
compass,2068
values,2069
rules,2070
commandments,2071
slum,2072
lord,2073
landlord,2074
proper,2075
authorities,2076
followed,2077
court,2078
bully,2079
code,2080
dating,2081
planning,2082
leave,2083
jump,2084
trace,2085
dental,2086
assisting,2087
television,2088
broadcasting,2089
journalism,2090
magazine,2091
website,2092
wri,2093
connie,2094
chung,2095
channel,2096
newscaster,2097
eighties,2098
barbara,2099
walters,2100
nerd,2101
everyone's,2102
scattered,2103
communicate,2104
twitter,2105
motivated,2106
grinding,2107
trust,2108
plan,2109
devastating,2110
cancer,2111
dies,2112
keel,2113
talkative,2114
strangers,2115
ease,2116
adapt,2117
scene,2118
grade,2119
tall,2120
skinny,2121
straight,2122
a's,2123
highest,2124
giraffe,2125
oceanside,2126
burgers,2127
son,2128
park,2129
played,2130
happen,2131
choices,2132
balls,2133
daytime,2134
mojo,2135
pushes,2136
ball,2137
motivation,2138
published,2139
enjoying,2140
amusement,2141
congestion,2142
pollution,2143
potentially,2144
potelingly,2145
mentioned,2146
fish,2147
tank,2148
view,2149
rooms,2150
fishtanks,2151
lifting,2152
weights,2153
moderate,2154
arrangement,2155
pet,2156
birds,2157
pets,2158
bird,2159
wild,2160
planned,2161
arguments,2162
reactive,2163
improve,2164
legal,2165
proceed,2166
decide,2167
suffer,2168
emotional,2169
pain,2170
gain,2171
knowledge,2172
outweigh,2173
benefit,2174
nieces,2175
adults,2176
staking,2177
caused,2178
recent,2179
handling,2180
unhappy,2181
nineteen,2182
confident,2183
tune,2184
noticeable,2185
watchful,2186
boat,2187
skiff,2188
uninhibited,2189
mature,2190
military,2191
evaluate,2192
steps,2193
adjusting,2194
partially,2195
happy's,2196
center,2197
hook,2198
socializing,2199
form,2200
expression,2201
museum,2202
stare,2203
local,2204
street,2205
nature,2206
decisive,2207
knack,2208
girlfriend,2209
southern,2210
downtown,2211
district,2212
landmarks,2213
shopping,2214
junior,2215
courses,2216
initially,2217
netflix,2218
foreign,2219
lotta,2220
martial,2221
arts,2222
subtitles,2223
solved,2224
wait,2225
oregon,2226
twenty-ish,2227
activity,2228
occasionally,2229
regular,2230
uncle,2231
bout,2232
bothers,2233
pret,2234
odd,2235
ice,2236
skating,2237
december,2238
dow,2239
regrets,2240
insignificant,2241
exercise,2242
supporting,2243
greenwich,2244
overall,2245
general,2246
type,2247
superficial,2248
sets,2249
programs,2250
awards,2251
publishments,2252
interning,2253
forensics,2254
freelance,2255
secure,2256
li,2257
large,2258
holidays,2259
religious,2260
purposes,2261
spread,2262
amongst,2263
states,2264
lighthearted,2265
bravo,2266
housewives,2267
attention,2268
bicker,2269
tension,2270
thinks,2271
thirtieth,2272
speak,2273
jewish,2274
recurring,2275
turns,2276
explosive,2277
bite,2278
tongue,2279
untrue,2280
tick,2281
nasty,2282
progression,2283
grandmother's,2284
funeral,2285
role,2286
models,2287
disagreements,2288
separate,2289
alseep,2290
pm,2291
clockwork,2292
o'clock,2293
latest,2294
cannot,2295
lighter,2296
consistent,2297
tiring,2298
extreme,2299
highs,2300
lows,2301
note,2302
land,2303
progressively,2304
seclusive,2305
breathing,2306
hospital,2307
serious,2308
breathe,2309
manifestation,2310
setting,2311
minded,2312
boyfriend's,2313
year's,2314
complete,2315
vacation,2316
tomorrow,2317
collegiate,2318
universities,2319
tight,2320
knit,2321
researching,2322
colleges,2323
boston,2324
bachelor's,2325
pursued,2326
options,2327
invested,2328
charismatic,2329
socially,2330
enjoyable,2331
element,2332
groups,2333
clippers,2334
caring,2335
judge,2336
character,2337
quality,2338
qu,2339
affectionate,2340
aff,2341
dirty,2342
expected,2343
sex,2344
stigma,2345
leads,2346
unsafe,2347
unplanned,2348
pregnancies,2349
lack,2350
funds,2351
course,2352
dogs,2353
cold,2354
whereas,2355
entirely,2356
provide,2357
mistakes,2358
raise,2359
edge,2360
happier,2361
neutral,2362
psyc,2363
psychologists,2364
sixteen,2365
diagnosis,2366
guide,2367
underachiever,2368
